ModelFamily,ModelType,ModelInstance,Places,Transitions,Arcs,ctlBVT2018,ctlSOL2018,global_propertiesBVT2018,global_propertiesSOL2018,ltlBVT2018,ltlSOL2018,reachabilityBVT2018,reachabilitySOL2018,state_spaceBVT2018,state_spaceSOL2018,upper_boundsBVT2018,upper_boundsSOL2018,ctlBVT2019,ctlSOL2019,global_propertiesBVT2019,global_propertiesSOL2019,ltlBVT2019,ltlSOL2019,reachabilityBVT2019,reachabilitySOL2019,state_spaceBVT2019,state_spaceSOL2019,upper_boundsBVT2019,upper_boundsSOL2019,ctlBVT2020,ctlSOL2020,global_propertiesBVT2020,global_propertiesSOL2020,ltlBVT2020,ltlSOL2020,reachabilityBVT2020,reachabilitySOL2020,state_spaceBVT2020,state_spaceSOL2020,upper_boundsBVT2020,upper_boundsSOL2020,ctlBVT2021,ctlSOL2021,global_propertiesBVT2021,global_propertiesSOL2021,ltlBVT2021,ltlSOL2021,reachabilityBVT2021,reachabilitySOL2021,state_spaceBVT2021,state_spaceSOL2021,upper_boundsBVT2021,upper_boundsSOL2021,ctlBVT2022,ctlSOL2022,global_propertiesBVT2022,global_propertiesSOL2022,ltlBVT2022,ltlSOL2022,reachabilityBVT2022,reachabilitySOL2022,state_spaceBVT2022,state_spaceSOL2022,upper_boundsBVT2022,upper_boundsSOL2022,ctlBVT2023,ctlSOL2023,global_propertiesBVT2023,global_propertiesSOL2023,ltlBVT2023,ltlSOL2023,reachabilityBVT2023,reachabilitySOL2023,state_spaceBVT2023,state_spaceSOL2023,upper_boundsBVT2023,upper_boundsSOL2023,ctlBVT2024,ctlSOL2024,global_propertiesBVT2024,global_propertiesSOL2024,ltlBVT2024,ltlSOL2024,reachabilityBVT2024,reachabilitySOL2024,state_spaceBVT2024,state_spaceSOL2024,upper_boundsBVT2024,upper_boundsSOL2024,ctlBVT2025,ctlSOL2025,global_propertiesBVT2025,global_propertiesSOL2025,ltlBVT2025,ltlSOL2025,reachabilityBVT2025,reachabilitySOL2025,state_spaceBVT2025,state_spaceSOL2025,upper_boundsBVT2025,upper_boundsSOL2025
CloudReconfiguration,PT,306,2584,3094,6459,32,67,1,3,32,94,32,96,4,12,16,48,32,92,1,3,32,89,32,96,4,12,16,48,32,95,5,11,32,93,32,96,4,12,16,48,32,94,5,15,32,93,32,96,4,12,16,48,32,94,5,15,32,96,32,96,4,12,16,48,32,88,5,15,32,94,32,96,4,12,16,48,32,84,5,15,32,95,32,96,4,12,16,48,32,91,5,14,32,96,32,96,4,11,16,48
CloudReconfiguration,PT,307,2584,3094,6459,32,78,1,3,32,93,32,96,4,12,16,48,32,95,1,3,32,83,32,96,4,12,16,48,32,95,5,11,29,80,32,96,4,12,16,48,31,92,5,14,32,96,32,96,4,12,16,48,31,82,5,15,32,96,32,96,4,12,16,48,30,80,5,15,32,96,32,96,4,12,16,48,32,81,5,15,32,95,32,96,4,12,16,48,30,83,5,14,32,96,32,96,4,11,16,48
CloudReconfiguration,PT,308,2585,3095,6463,31,75,1,3,32,83,32,96,4,12,16,48,32,89,1,3,32,89,32,96,4,12,16,48,32,96,5,10,31,87,32,96,4,12,16,48,31,88,5,15,32,96,32,96,4,12,16,48,31,79,5,15,32,96,32,96,4,12,16,48,32,85,5,15,32,96,32,96,4,12,16,48,32,85,5,15,32,96,32,96,4,12,16,48,29,74,5,13,32,95,32,96,4,11,16,48
CloudReconfiguration,PT,309,2585,3095,6463,30,70,1,3,32,96,32,96,4,12,16,48,32,94,1,3,32,83,32,96,4,12,16,48,30,87,5,10,31,85,32,96,4,12,16,48,29,85,5,15,32,96,32,96,4,12,16,48,31,81,5,15,32,96,32,96,4,12,16,48,32,88,5,15,32,96,32,96,4,12,16,48,32,88,5,15,32,96,32,96,4,12,16,48,32,88,5,13,32,95,32,96,4,11,16,48
CloudReconfiguration,PT,310,2585,3095,6463,32,91,1,3,32,94,32,95,4,12,16,48,32,93,1,3,32,81,32,96,4,12,16,48,32,90,5,10,31,90,32,96,4,12,16,48,31,92,5,14,32,94,32,96,4,12,16,48,32,86,5,15,32,96,32,96,4,12,16,48,32,90,5,15,32,95,32,96,4,12,16,48,31,84,5,15,32,96,32,96,4,12,16,48,32,94,5,14,32,94,32,96,4,11,16,48
CloudReconfiguration,PT,311,2585,3095,6463,30,74,1,3,32,93,32,96,4,12,16,48,30,88,1,3,32,86,32,96,4,12,16,48,32,94,5,11,32,91,32,96,4,12,16,48,30,85,5,15,32,96,32,96,4,12,16,48,32,79,5,15,32,93,32,96,4,12,16,48,32,88,5,15,32,94,32,96,4,12,16,48,32,87,5,15,32,93,32,96,4,12,16,48,30,87,5,14,32,94,32,96,4,11,16,48
CloudReconfiguration,PT,312,2585,3095,6463,31,75,1,3,32,95,32,96,4,12,16,48,32,93,1,3,32,82,32,96,4,12,16,48,32,90,5,10,32,92,32,96,4,12,16,48,31,80,5,15,32,94,32,96,4,12,16,48,32,85,5,15,32,95,32,96,4,12,16,48,32,83,5,15,32,95,32,96,4,12,16,48,30,85,5,15,32,94,32,96,4,12,16,48,31,78,5,13,32,94,32,96,4,11,16,48
CloudReconfiguration,PT,313,2585,3095,6463,32,91,1,3,32,96,32,96,4,12,16,48,32,94,1,3,32,81,32,96,4,12,16,48,32,92,5,10,31,91,32,96,4,12,16,48,28,75,5,15,32,93,32,96,4,12,16,48,32,89,5,15,32,93,32,96,4,12,16,48,32,90,5,15,32,96,32,96,4,12,16,48,32,87,5,15,32,94,32,96,4,12,16,48,31,78,5,13,32,93,32,96,4,11,16,48
CloudReconfiguration,PT,314,2585,3095,6463,31,58,1,3,32,96,32,96,4,12,16,48,31,84,1,3,32,79,32,96,4,12,16,48,32,91,5,10,32,92,32,96,4,12,16,48,32,93,5,15,32,95,32,96,4,12,16,48,31,78,5,15,32,95,32,96,4,12,16,48,32,85,5,15,32,96,32,96,4,12,16,48,32,85,5,15,32,96,32,96,4,12,16,48,31,83,5,14,32,93,32,96,4,11,16,48
CloudReconfiguration,PT,315,2585,3095,6463,31,77,1,3,32,90,32,96,4,12,16,48,31,88,1,3,32,80,32,96,4,12,16,48,32,94,5,11,31,92,32,96,4,12,16,48,32,94,5,14,32,91,32,96,4,12,16,48,32,94,5,15,32,96,32,96,4,12,16,48,32,89,5,15,32,91,32,96,4,12,16,48,32,92,5,15,32,93,32,96,4,12,16,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CloudReconfiguration,PT,316,2585,3095,6463,32,62,1,3,32,95,32,96,4,12,16,48,32,89,1,3,31,79,32,96,4,12,16,48,32,88,5,11,32,91,32,96,4,12,16,48,30,85,5,14,32,95,32,96,4,12,16,48,32,89,5,15,32,95,32,96,4,12,16,48,32,93,5,15,32,91,32,96,4,12,16,48,32,92,5,15,32,94,32,96,4,12,16,48,32,92,5,14,32,90,32,96,4,11,16,48
CloudReconfiguration,PT,317,2587,3099,6479,32,76,1,3,32,94,32,96,4,12,16,48,32,89,1,3,32,82,32,96,4,12,16,48,32,95,5,10,30,85,32,96,4,12,16,48,30,84,5,15,32,96,32,96,4,12,16,48,32,87,5,15,32,96,32,96,4,12,16,48,32,91,5,15,32,95,32,96,4,12,16,48,31,85,5,15,32,96,32,96,4,12,16,48,32,89,5,14,32,95,32,96,4,11,16,48
CloudReconfiguration,PT,318,2587,3099,6479,32,80,1,3,32,96,32,96,4,12,16,48,31,85,1,3,32,74,32,96,4,12,16,48,32,94,5,11,32,89,32,96,4,12,16,48,31,87,5,15,32,96,32,96,4,12,16,48,32,87,5,15,32,95,32,96,4,12,16,48,32,94,5,15,32,96,32,96,4,12,16,48,32,89,5,15,32,96,32,96,4,12,16,48,31,79,5,14,32,95,32,96,4,11,16,48
CloudReconfiguration,PT,319,2587,3099,6479,31,75,1,3,32,96,32,96,4,12,16,48,32,93,1,3,32,81,32,96,4,12,16,48,32,93,5,10,32,90,32,96,4,12,16,48,28,80,5,14,32,96,32,96,4,12,16,48,31,84,5,15,32,94,32,96,4,12,16,48,32,81,5,15,32,95,32,96,4,12,16,48,32,79,5,15,32,96,32,96,4,12,16,48,31,78,5,14,32,94,32,96,4,11,16,48
CloudReconfiguration,PT,320,2587,3099,6479,31,88,1,3,32,96,32,96,4,12,16,48,32,93,1,3,32,72,32,96,4,12,16,48,32,94,5,10,31,87,32,96,4,12,16,48,32,87,5,14,32,94,32,96,4,12,16,48,32,82,5,15,32,93,32,96,4,12,16,48,32,88,5,15,32,96,32,96,4,12,16,48,32,86,5,15,32,96,32,96,4,12,16,48,31,77,5,14,32,96,32,96,4,11,16,48
CloudReconfiguration,PT,401,3554,4263,8889,30,58,1,3,32,83,32,96,4,12,16,48,32,93,1,3,27,67,32,94,4,12,16,48,32,92,5,8,32,91,32,96,4,11,16,48,30,85,5,15,32,84,32,96,4,12,16,48,31,84,5,15,32,92,32,96,4,12,16,48,28,78,5,15,32,92,32,96,4,12,16,48,26,67,5,15,32,94,32,96,4,12,16,48,29,74,5,13,32,90,32,96,4,11,16,48
CloudReconfiguration,PT,402,3554,4263,8889,32,57,1,3,31,80,32,96,4,12,16,48,31,88,1,3,32,76,32,96,4,12,16,48,31,85,4,7,30,83,32,96,4,11,16,48,27,74,5,14,32,93,32,96,4,12,16,48,28,71,5,14,32,92,32,96,4,12,16,48,27,71,5,15,32,94,32,96,4,12,16,48,30,74,5,15,32,96,32,96,4,12,16,48,26,60,5,13,32,95,32,96,4,11,16,48
CryptoMiner,COL,D03N000,2,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,60,5,15,30,86,32,96,4,12,16,34,22,56,5,15,28,83,32,96,4,12,16,30,22,53,5,15,31,89,32,96,4,8,16,42
CryptoMiner,COL,D03N010,3,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,11,16,48
CryptoMiner,COL,D03N100,3,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,91,5,15,32,95,32,96,4,12,16,48,30,63,5,15,32,96,32,96,4,12,16,48,27,60,5,15,30,90,32,96,4,11,16,48
CryptoMiner,COL,D05N000,2,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,71,5,15,28,79,32,96,4,12,16,22,24,59,5,15,29,87,32,96,4,12,16,28,23,55,5,15,32,88,32,96,4,8,16,39
CryptoMiner,COL,D05N100,3,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,74,5,15,32,96,32,96,4,12,16,48,22,61,5,15,32,96,32,96,4,12,16,48,23,48,5,15,32,96,32,96,4,11,16,48
CryptoMiner,COL,D05N250,3,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,54,5,15,32,96,32,96,4,12,16,48,19,54,5,15,31,93,32,96,4,12,16,48,16,41,5,15,32,94,30,90,4,11,16,48
CryptoMiner,COL,D10N000,2,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,69,5,15,31,93,32,96,4,12,16,26,17,40,5,15,25,72,32,96,4,12,16,40,22,51,5,15,30,85,32,96,4,8,16,38
CryptoMiner,COL,D10N100,3,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,81,5,15,32,93,32,95,4,12,16,48,14,38,5,15,31,93,32,94,4,12,16,48,22,47,5,15,32,94,32,94,4,11,16,48
CryptoMiner,COL,D20N100,3,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,72,5,15,32,96,32,96,4,12,16,48,21,57,5,15,31,93,32,96,4,12,16,48,21,53,5,15,32,90,32,95,4,11,16,48
CryptoMiner,PT,D03N000,8,8,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,60,5,15,30,84,32,96,4,12,7,21,21,55,5,15,27,78,32,96,4,12,16,32,22,49,5,15,27,77,32,96,4,8,16,41
CryptoMiner,PT,D03N010,12,12,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,11,16,48
CryptoMiner,PT,D03N100,12,12,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,91,5,15,32,96,32,96,4,12,16,48,32,76,5,15,32,96,32,96,4,12,16,48,28,61,5,15,31,93,32,96,4,11,16,48
CryptoMiner,PT,D05N000,12,12,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,74,5,15,29,85,32,96,4,12,7,21,19,43,5,15,27,81,32,96,4,12,16,28,21,44,5,15,30,88,32,95,4,8,16,39
CryptoMiner,PT,D05N100,18,18,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,90,5,15,32,96,32,96,4,12,16,48,23,61,5,15,32,96,32,96,4,12,16,48,22,43,5,15,32,96,32,96,4,11,16,48
CryptoMiner,PT,D05N250,18,18,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,54,5,15,32,96,32,95,4,12,16,48,19,51,5,15,32,94,32,96,4,12,16,48,16,40,5,15,32,96,32,94,4,11,16,48
CryptoMiner,PT,D10N000,22,22,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,67,5,15,30,86,32,96,4,12,5,15,18,38,5,15,26,75,32,96,4,12,16,36,22,51,5,15,29,80,32,95,4,8,16,38
CryptoMiner,PT,D10N100,33,33,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,75,5,15,32,94,32,96,4,12,16,48,22,55,5,15,32,96,32,95,4,12,16,48,21,43,5,15,32,96,32,95,4,11,16,48
CryptoMiner,PT,D20N100,63,63,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,80,5,15,31,87,32,96,4,12,16,48,22,58,5,15,31,93,32,96,4,12,16,48,20,46,5,15,32,94,32,95,4,11,16,48
CSRepetitions,COL,02,6,5,15,32,96,1,3,32,96,32,96,4,11,16,48,32,96,1,3,32,96,32,96,4,12,16,48,32,96,5,11,32,96,32,96,3,9,16,48,32,96,5,15,32,96,32,96,4,12,16,48,16,48,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,11,16,48
CSRepetitions,COL,03,6,5,15,32,92,1,3,32,64,32,96,4,11,16,48,32,94,1,3,32,96,32,96,4,12,16,48,32,96,5,11,32,96,32,96,3,9,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,91,5,15,32,96,16,48,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,93,5,15,32,96,32,96,4,12,16,48,32,88,5,15,32,96,32,94,4,11,16,48
CSRepetitions,COL,04,6,5,15,32,84,1,3,32,64,32,96,4,11,16,48,32,87,1,3,32,95,32,96,4,11,16,48,32,94,5,11,32,92,32,96,3,5,16,48,30,68,5,15,32,95,32,96,3,3,16,48,32,60,5,15,32,93,16,48,3,3,16,44,32,90,5,15,32,96,32,96,4,10,16,48,32,82,5,15,32,96,32,96,3,4,16,48,32,94,5,15,32,96,32,90,3,4,16,48
CSRepetitions,COL,05,6,5,15,31,72,1,3,32,96,32,96,4,4,16,48,27,70,1,3,32,93,32,96,4,11,16,48,30,78,5,11,32,84,32,96,3,5,16,48,21,48,5,15,29,84,32,96,3,3,16,48,27,41,5,15,32,91,32,96,3,3,16,48,32,80,5,15,32,95,32,95,3,3,16,48,26,64,5,15,32,95,32,96,3,4,16,48,28,71,5,15,32,94,32,92,3,4,16,48
CSRepetitions,COL,07,6,5,15,31,75,1,3,31,75,32,87,4,4,16,32,27,74,1,3,30,71,32,96,4,8,16,48,31,92,5,10,30,79,32,96,3,3,16,48,20,43,5,15,30,89,32,96,0,0,16,48,21,28,5,15,32,89,32,96,0,0,16,48,26,75,5,15,31,90,32,96,0,0,16,48,23,58,5,15,32,96,32,96,1,1,16,48,22,45,5,15,32,93,32,89,1,1,16,48
CSRepetitions,COL,10,6,5,15,25,46,1,3,32,74,32,85,0,0,16,16,30,83,1,3,31,83,31,93,0,0,16,48,30,74,5,7,30,70,32,96,0,0,16,48,29,53,5,15,31,88,32,95,0,0,16,48,19,27,5,15,32,91,32,96,0,0,16,48,23,67,5,15,31,90,32,96,0,0,16,48,22,51,5,15,32,94,32,96,1,1,16,48,23,51,5,15,32,94,32,92,1,1,16,48
CSRepetitions,PT,02,23,28,92,32,96,1,3,32,96,32,96,4,12,16,48,32,96,1,3,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,16,48,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,11,16,48
CSRepetitions,PT,03,58,81,279,32,96,1,3,32,92,32,96,4,11,16,48,32,95,1,3,32,96,32,96,4,12,16,48,32,96,5,13,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,92,5,15,32,95,16,48,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,94,5,15,32,96,32,96,4,12,16,48,32,82,5,15,32,96,32,96,4,11,16,48
CSRepetitions,PT,04,117,176,624,32,96,1,3,32,88,32,92,4,11,16,48,32,91,1,3,32,96,32,96,4,11,16,48,32,96,5,11,32,95,32,96,4,11,16,48,29,65,5,15,32,93,32,94,3,3,16,48,27,42,5,15,32,91,16,48,3,3,16,48,30,83,5,15,32,95,32,96,3,9,16,48,29,72,5,15,32,96,32,96,3,4,16,48,31,72,5,15,32,96,32,94,3,4,16,48
CSRepetitions,PT,05,206,325,1175,32,68,1,3,32,89,32,96,4,4,16,42,31,88,1,3,32,92,32,96,4,11,16,48,32,84,5,11,32,92,32,96,4,7,16,48,24,54,5,15,30,89,32,94,3,3,16,48,18,31,5,15,32,89,32,96,3,3,16,48,24,64,5,15,31,93,32,93,3,3,16,48,25,60,5,15,32,95,32,96,3,4,16,48,27,65,5,15,32,96,32,93,3,4,16,48
CSRepetitions,PT,07,498,833,3087,30,52,1,3,29,78,32,96,3,3,16,38,31,82,1,3,25,64,32,96,3,6,16,48,31,90,4,8,29,78,32,96,3,3,16,48,22,46,5,14,30,88,32,95,0,0,16,48,23,34,5,15,31,89,32,96,0,0,16,48,27,80,5,15,32,96,32,92,0,0,16,48,26,68,5,15,32,96,32,96,1,1,16,48,24,55,5,15,32,95,32,94,1,1,16,48
CSRepetitions,PT,10,1311,2300,8700,27,51,1,3,28,72,32,96,0,0,16,24,32,91,1,3,30,73,32,96,0,0,16,48,31,76,4,6,28,71,32,95,0,0,16,48,26,41,5,14,31,89,32,95,0,0,16,48,28,35,5,14,32,84,32,96,0,0,16,48,24,58,5,15,32,93,32,96,0,0,16,48,26,61,5,15,32,94,32,96,1,1,16,48,28,64,5,14,30,90,32,93,1,1,16,48
DatabaseWithMutex,COL,02,11,8,22,32,96,1,3,32,96,32,96,4,12,16,48,32,96,1,3,32,64,32,96,4,12,16,48,32,96,5,11,32,96,32,96,3,9,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,11,16,48
DatabaseWithMutex,COL,04,11,8,22,32,74,1,3,29,29,32,63,4,8,16,46,32,84,1,3,29,56,32,96,4,12,16,48,32,96,5,10,32,88,32,96,3,9,16,48,31,83,5,15,32,92,32,96,4,12,16,48,31,85,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,29,76,5,15,31,93,32,96,4,12,16,48,29,67,5,14,32,94,32,94,4,11,16,48
DatabaseWithMutex,COL,10,11,8,22,22,39,0,0,26,26,32,64,0,0,16,16,27,75,0,0,26,51,32,96,0,0,16,42,24,67,4,5,27,68,32,96,0,0,16,34,29,62,4,10,32,90,32,96,0,0,16,48,22,47,4,11,30,89,32,96,0,0,16,48,22,63,4,11,28,84,32,96,0,0,16,48,23,56,4,11,29,84,32,96,0,0,16,48,21,47,4,11,27,80,32,96,0,0,16,48
DatabaseWithMutex,COL,20,11,8,22,27,49,0,0,25,25,32,92,0,0,14,14,27,76,0,0,23,46,32,94,0,0,14,32,19,46,4,5,27,58,32,95,0,0,16,37,27,55,4,10,29,68,32,96,0,0,16,46,14,35,4,11,28,83,32,96,0,0,16,48,19,50,4,11,27,77,32,94,0,0,16,48,15,33,4,11,30,82,32,96,0,0,16,48,19,44,4,11,28,81,32,94,0,0,16,48
DatabaseWithMutex,COL,40,11,8,22,22,53,0,0,20,20,32,95,0,0,5,5,25,64,0,0,27,52,32,96,0,0,15,33,27,65,4,5,24,51,31,92,0,0,16,39,27,57,4,10,28,72,32,96,0,0,16,43,12,24,4,11,27,77,32,89,0,0,15,41,24,61,4,11,26,70,32,96,0,0,16,46,16,36,4,10,28,62,32,90,0,0,16,42,13,29,4,9,29,82,32,90,0,0,16,38
DatabaseWithMutex,PT,02,38,32,88,32,96,1,3,32,96,32,96,4,12,16,48,32,96,1,3,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,11,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,11,16,48
DatabaseWithMutex,PT,04,140,128,416,32,79,1,3,31,89,32,96,4,12,16,48,32,90,1,3,32,94,32,96,4,12,16,48,32,96,4,9,32,92,32,96,4,12,16,48,30,81,5,14,32,93,32,96,4,12,16,48,31,83,5,14,32,96,32,96,4,11,16,48,32,95,5,15,32,96,32,96,4,12,16,48,32,88,5,15,32,96,32,96,4,12,16,48,32,85,5,13,32,94,32,96,4,11,16,48
DatabaseWithMutex,PT,10,830,800,3800,22,38,1,1,26,45,32,88,0,0,16,16,29,84,1,1,28,68,32,96,0,0,16,45,26,74,4,5,28,75,32,96,0,0,16,43,20,50,5,11,32,94,32,95,0,0,16,48,22,48,5,13,31,92,32,96,0,0,16,48,23,54,5,13,31,91,32,96,0,0,16,48,27,63,5,13,31,92,32,96,0,0,16,48,23,49,5,12,29,87,32,96,1,1,16,48
